Title,Date Issued,Date,Spatial Coverage,Extent,Provenance,Coverage,Publisher,Subject,Contributor,Creator,Description,File,Identifier,Rights,Source
Ten dollars reward,1828-05-27,1828-05-21,"Rowan County, NC",Salisbury,"Mecklenburg County, VA",Salisbury,Western Carolinian,Scipio,William Hicks,William Hicks,"Ten Dollars Reward.   ABSCONDED from the subscriber, in the town of Salisbury, on the 21st of the present month, May, a negro fellow named Scipio; he is about 21 years old, between 5 feet 7 and 10 inches high: Scipio is a mulatto man, very likely: he carried off with him very few clothes: a pair of blue cassimere pantaloons, and a blue cassimere or black silk waistcoat, and a whitish coloured woollen round-about jacket, and probably one other shirt and waistcoat besides the one he wore off, and old white fur hat. Scipio was raised in the county of Mecklenburg, Virginia, by Mr. Samuel L. Locket, and I expect he is aiming to get back there, or has obtained a free pass for some person and is trying to pass as a free man. The above reward will be given to any person who will confine him in jail, or deliver him to Mr. Hardie, or either of the Mr. Gileses, in the town of Salisbury; who are authorized to act as agents for me.   WILLIAM HICKS. May 23, 1828. 3t18",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1841.jpg,1841,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1841
Ran away,1828-06-04,1828-04-21,"Mecklenburg County, NC",Charlotte,"Chatham County, NC",Salisbury,Yadkin and Catawba Journal,Robert,Stephen D. Manson,Stephen D. Manson,"Ran Away FROM the subscriber, living in N. Carolina twelve miles south of Charlotte, near the road leading to Camden, on the 21st of April last, a negro man named ROBERT, about 40 years of age five feet 10 or 11 inches high stout built rather of yellow complection[sic], of an easy down cast look, very cerious[sic] when spoken to; his uper[sic] front teeth very sound square and open, wore a way a short coat filled with wool of a purple colour and white pantaloons of cotton, carried off a bundle of cloths not recollected particularly; he will probable try to get to Chatham, in this State where he was raised; any person delivering said negro to me or securing him in any jail so that I get him again, shall be handsomely rewarded for their trouble. STEPHEN D. MANSON. May 17, 1828.--3t85. The editor of the Raleigh Register, will publish the above three times and forward his account to Charlotte.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_76.jpg,76,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/76
Ran away,1829-01-09,1828-12-25,"Wake County, NC",Raleigh,"Wilmington, NC",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Isaac,Minton Jones,Minton Jones,"RAN AWAY FROM the Subscriber, living six miles west of Raleigh, on the 25th December last, a Negro Man named ISAAC.  Said Isaac is about 60 years of age, spare made and black complexion and thin visage.  He was purchased of the estate of the late John Haywood, and will endeavor, I expect, to make his way to Wilmington, in this State.  I will give FIVE DOLLARS reward for his apprehension. MINTON JONES. Raleigh, Jan. 3.    36",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_112.jpg,112,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/112
30 dollars reward,1829-01-09,1828-12-25,"Orange County, NC",Chapel Hill,Philadelphia (Pa.); New York,Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Samuel,Charles R. Yancey,Charles R. Yancey,"30 DOLLARS REWARD. THE above reward will be given for the apprehending negro boy SAMUEL, who left me about the 25th day of December last.  He is a very dark brown, approaching to almost a black; has a knot or scar on his forehead, is about 5 feet 6 or 8 inches high, speaks with great boldness and confidence when spoken to relative to his papers, which I have good reason to believe he has obtained.  His dress is very good, consisting of a blue frock cloth coat and pantaloons, a black suit, a dark gray sealskin cap, a furred and wool hat, boots, &c. He is about 21 years of age.  I am apprehensive that he is endeavoring to get Philadelphia or New York Captains of vessels will do well to recollect the severity of the law upon this subject. CHARLES R. YANCEY Chapel Hill, N.C. Jan.5.    36 1m The Editors of the Petersburg Intelligencer and Richmond Enquirer will please insert the above one month and forward their accounts to the subscriber and they shall be immediately discharged.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_740.jpg,740,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/740
Twenty dollars reward,1829-03-17,1829-03-02,"Cabarrus County, NC","Concord, NC","Mecklenburg County, VA","Salisbury, NC",Yadkin and Catawba Journal,Peter,William H. Archibald,William H. Archibald,"Twenty Dollars Reward. RAN AWAY from the subscriber, on the 2d day of March, inst. my boy PETER. He is about 18th years old, five feet four inches high and one fourth negro blood; dark red hair, grey eyes, stout made, stooped shouldered, and has a small scar on his nose. He had on when he left me, a pair of white twilled blanket pantaloons, a blue mixed short coat, a fur hat, and worsted jacket. He will probably try to go to Mecklenburg county Virginia. Any person apprehending said boy, and committing him to jail, so that I get him again shall receive the above reward, if caught out of the State, and Ten Dollars if caught in the State. He will probably endeavour to pass himself for a free man; he can read tolerably well, and as I am told can write. WM.[William] H. ARCHIBALD. Concord, Cabarrus, county N. C. March 12, 1829. 24tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_939.jpg,939,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/939
Ten dollars reward,1829-04-14,1829-04-04,"Cabarrus County, NC","Poplar Grove, NC","Holly Hill Plantation, NC","Salisbury, NC",Yadkin and Catawba Journal,Moses,P. Barringer,P. Barringer,"Ten Dollars Reward. ON Saturday night, the 4th inst. my negro boy MOSES, left my premises without my knowledge, & without any cause whatever, on my part. I bought Moses at Sheriff's sale, at the last Mecklenburg county court; he was sold as the property of Joab Alexander, Esq. deceased, at which place I believe he was born, or in its vicinity. I am informed he has a wife at a Mr. William Wallis's, where I expect he is sculking about. Moses is about 30 years old, five feet 7 or 8 inches high, stout made, down look, of rather a light complexion, (though not a mulatto.) I will give the above reward to any person who will deliver him to me, or five dollars to any one that will have him confined in the Jail in Charlotte, Mecklenburg county. P. BARRINGER. Poplar Grove, Cabarrus county, N.C. April 10, 1829.--39tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1896.jpg,1896,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1896
$5 reward,1829-05-21,1829-03-01,"Cumberland County, NC",Fayetteville,"Tarborough, NC",Fayetteville,Carolina Observer,Judy,John McKinnon,John McKinnon,"$5 Reward. RANAWAY from the subscriber, about the 1st of March last, a negro woman named JUDY, aged about 40 years, about the common height, slim, and very black.  Always wears a handkerchief tied about her jaws, in consequence of some complaint in them.  I expect that she has gone to the neighborhood of Tarborough, where she was raised, as I believe, and from whence she was brought by a speculator named James Dancy, and sold to Jas. [James] Smith, Esq. [Esquire] of Bladen.  She was afterwards owned by Dillon Jordan, Jr. [Junior] Esq.[Esquire] of this town, from whom I purchased her.  I will give the above reward for her delivery to me, or securing her in any jail so that I get her again. JOHN McKINNON. Fayetteville, May 20.--24-tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_378.jpg,378,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/378
Ten dollars reward,1829-05-28,1829-05-11,"Person County, NC","Mount Tirzah, NC",Tennessee,"Raleigh, NC",The Star and North Carolina State Gazette,Solomon,Phillips Moore,Phillips Moore,"Ten Dollars Reward. Ranaway from the subscriber, on the 11st instant, a negro man by the name of SOLOMON, thirty years old, about five feet six or seven inches high, thick built, is remarkably strong, large arms, and from the shoulder to the end of his fingers, uncommonly long, large ankles, and his feet broadest directly under the ankle joint; he weighs about 175, his complexion little yellow, high forehead, can read tolerably well, and it is most likely took away with him several books, particularly a Testament, with his name in it, (also the words""""a present for Sunday school teaching,"""") he is quite ingenious, such as Black Smith, Carpenter, Cooper and Shoemaker; took with him about two suits of clothes, one of which was white cotton warp, and filled with white wool, coarse; the other somewhat fine, white warp and mixed filling, cotton and black wool; wore a black fur hat. It is quite likely that he will try to procure a free pass, or endeavour to fall in with some person travelling to Tennessee; as he has a hankering that way. Any person taking him up and securing him in some Jail so that I get him, or bring him to me, shall receive the above reward. PHILLIPS MOORE. Mount Tirzah, Person county, N.C. 23d May 1829} 22 3tp",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1416.jpg,1416,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1416
Ten dollars reward,1829-06-09,1829-05-25,"Cabarrus County, NC","Poplar Grove, NC","Mecklenburg County, NC","Salisbury, NC",Yadkin and Catawba Journal,Lewis,P. Barringer,P. Barringer,"Ten Dollars Reward. MY boy LEWIS left my plantation where I now live, on Monday, the 25th ultimo, without any cause, to my knowledge. Lewis is a dark mulatto, has something of the appearance of an Indian, is 18 or 19 years old, straight built, 5 feet 8 or 9 inches high, has a large mouth, and two or three of his fore teeth broken off or out; his hair is very bushy when long, but when cut lies as straight as an Indian's. He took with him a straw and a wool hat, a good many clothes, among which are a white pair of cotton jeans pantaloons; all his clothing is new. Where he will go I have but a poor guess, as he was raised in this county; but I expect he will sculk about the gold mines in this county and Mecklenburg. I will give a reward of $10 to any one who will bring him home, or $5 to secure him in jail and let me know. P. BARRINGER. Poplar Grove, Cabarrus county,} June 2, 1829.} 235tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1895.jpg,1895,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1895
$15 reward,1829-07-23,1827-08-10,"Halifax County, NC",Halifax,"Scotland Neck, NC",Halifax,Halifax Minerva,Arthur,John Purnell,John Purnell,"$15 REWARD. RAN AWAY from the subscriber on the 10th of August 1827, a negro man named  ARTHUR, about 40 years of age, 5 feet 7 or 8 inches high, dark complexion, thick lips, stammers & has a cancer on the bottom of his right foot. Arthur is a very good shoemaker and quite probably may follow that trade. Being informed, some time since that a negro of such a description was seen lurking in the neighborhood of Scotland Neck. I have no hesitation in saying he has not entirely left the neighborhood. Any person apprehending and delivering said negro to the subscriber, living four miles west of the town of Halifax, near the Warrenton road, or secure him in any jail so that I can get him, will receive the above reward. JOHN PURNELL, Sen. July 22d, 1829. 25--6w",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_194.jpg,194,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/194
Five dollars reward,1829-07-30,1829-06-27,"Cumberland County, NC",Fayetteville,"Wilmington, NC",Fayetteville,Carolina Observer,Dick,John Kelly,John Kelly,"Five Dollars Reward. RANAWAY from the Subscriber's plantation on Rockfish, about the 27th of June last, a Mulatto man named DICK, a blacksmith, about 24 or 25 years of age, about 5 feet 5 or 6 inches high, a very plausible fellow, well known in that neighborhood.  His mother is owned by Capt.[Captain] Wm.[William] Lord, and it is probable that he may be lurking about that neighborhood.  His wife has also been runaway for some time past, and is in or about Wilmington, and it is possible Dick may have followed her.  The above reward will be paid for his apprehension and confinement in any jail so that I get him again. Should he return of his own accord, he will be forgiven. JOHN KELLY. Fayetteville, July 29, 1829.    34tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1242.jpg,1242,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1242
